t_id	region	chrom	transcript_start	transcript_end	transcript_lenght	exons	base_pairs	diff_region_intersecting_t_id	diff_region_intersecting_exons	diff_region_intersecting_bps	diff_region_ratio	region_transcript_start	diff_region_transcript_end	diff_region_trans_len	diff_region_trans_overlap	same_region_intersecting_t_id	same_region_intersecting_exons	same_region_intersecting_bps	same_region_ratio	same_region_transcript_start	same_region_transcript_end	same_region_trans_len	same_region_trans_overlap
T30C_TCONS_00069121	T30C	groupXVII	952269	955531	3262	3	1215	D30C_TCONS_00068010	3	1207	0.9934156378600823045267489712	952275	955529	3254	3254		0	0	0				0
T30C_TCONS_00078893	T30C	groupXXI	11399953	11401228	1275	2	1177	D30C_TCONS_00077432	3	917	0.7790994052676295666949872557	11399932	11401427	1495	1275		0	0	0				0
T30C_TCONS_00069560	T30C	groupXVII	5703125	5705322	2197	3	856		0	0	0				0		0	0	0				0
D30C_TCONS_00055763	D30C	groupXIV	15083793	15086975	3182	2	1713	T30C_TCONS_00056592	1	1649	0.9626386456509048453006421483	15083793	15087880	4087	3182		0	0	0				0
T30C_TCONS_00068779	T30C	groupXVII	12079810	12087625	7815	4	2795	D30C_TCONS_00067665	4	953	0.3409660107334525939177101968	12079813	12085786	5973	5973		0	0	0				0
T30C_TCONS_00007489	T30C	groupII	213837	218439	4602	6	2965	D30C_TCONS_00007364	6	2965	1	213837	218508	4671	4602		0	0	0				0
T30C_TCONS_00059129	T30C	groupXIX	2898509	2903531	5022	11	2117		0	0	0				0		0	0	0				0
T30C_TCONS_00059128	T30C	groupXIX	2881032	2885909	4877	5	1154	D30C_TCONS_00058180	5	1152	0.9982668977469670710571923744	2881032	2885907	4875	4875		0	0	0				0
T30C_TCONS_00031560	T30C	groupVII	22759191	22760828	1637	2	1526	D30C_TCONS_00031259	2	1525	0.9993446920052424639580602883	22759164	22760827	1663	1636		0	0	0				0
D30C_TCONS_00078974	D30C	scaffold_112	147258	147620	362	1	362	T30C_TCONS_00080494	1	351	0.9696132596685082872928176796	147258	147609	351	351		0	0	0				0
T30C_TCONS_00043675	T30C	groupXI	15006888	15007884	996	3	579	D30C_TCONS_00043108	3	363	0.6269430051813471502590673575	15006469	15009313	2844	996		0	0	0				0
T30C_TCONS_00003307	T30C	groupI	4786486	4789940	3454	5	2053	D30C_TCONS_00003287	4	802	0.3906478324403312226010716025	4786486	4787878	1392	1392		0	0	0				0
T30C_TCONS_00034085	T30C	groupVII	20584189	20593313	9124	9	3868	D30C_TCONS_00033740	9	3868	1	20584189	20593367	9178	9124		0	0	0				0
T30C_TCONS_00026431	T30C	groupVI	3967392	3970936	3544	5	2492		0	0	0				0		0	0	0				0
D30C_TCONS_00047357	D30C	groupXII	1762723	1763061	338	1	338	T30C_TCONS_00048023	1	335	0.9911242603550295857988165680	1762721	1763058	337	335		0	0	0				0
D30C_TCONS_00031192	D30C	groupVII	22151543	22154895	3352	5	2010		0	0	0				0		0	0	0				0
T30C_TCONS_00034547	T30C	groupVII	26098387	26104699	6312	8	4979	D30C_TCONS_00034210	8	4979	1	26098387	26104699	6312	6312		0	0	0				0
T30C_TCONS_00022110	T30C	groupIX	11349420	11351120	1700	4	597		0	0	0				0		0	0	0				0
T30C_TCONS_00034497	T30C	groupVII	25226759	25230625	3866	2	2767	D30C_TCONS_00034152	2	2767	1	25226759	25230626	3867	3866		0	0	0				0
D30C_TCONS_00038580	D30C	groupX	5166951	5168924	1973	4	533	T30C_TCONS_00039113	3	507	0.9512195121951219512195121951	5166974	5168926	1952	1950		0	0	0				0
T30C_TCONS_00074974	T30C	groupXX	13223300	13227030	3730	3	613	D30C_TCONS_00073725	2	590	0.9624796084828711256117455139	13224518	13227443	2925	2512		0	0	0				0
D30C_TCONS_00016607	D30C	groupIV	9324283	9326491	2208	4	459	T30C_TCONS_00016753	4	459	1	9324283	9326491	2208	2208		0	0	0				0
T30C_TCONS_00031807	T30C	groupVII	25865989	25874638	8649	5	896		0	0	0				0		0	0	0				0
D30C_TCONS_00038586	D30C	groupX	5249138	5251858	2720	3	1368	T30C_TCONS_00039124	3	1368	1	5249090	5251859	2769	2720		0	0	0				0
D30C_TCONS_00001961	D30C	groupI	19878254	19880717	2463	1	2463	T30C_TCONS_00001949	1	2461	0.9991879821356069833536337799	19878256	19880722	2466	2461		0	0	0				0
D30C_TCONS_00088217	D30C	scaffold_739	9992	10575	583	1	583	T30C_TCONS_00090156	1	583	1	9992	10584	592	583		0	0	0				0
T30C_TCONS_00058931	T30C	groupXIX	860246	885266	25020	5	1299	D30C_TCONS_00057990	4	605	0.4657428791377983063895304080	860246	873503	13257	13257		0	0	0				0
T30C_TCONS_00038255	T30C	groupVIII	16538517	16557998	19481	3	1673	D30C_TCONS_00037763	3	1659	0.9916317991631799163179916318	16538531	16557998	19467	19467		0	0	0				0
T30C_TCONS_00045185	T30C	groupXI	11206257	11209101	2844	2	1533	D30C_TCONS_00044537	2	1384	0.9028049575994781474233529028	11206257	11212591	6334	2844		0	0	0				0
T30C_TCONS_00085759	T30C	scaffold_27	377199	402485	25286	5	6229	D30C_TCONS_00084071	5	5202	0.8351260234387542141595761760	378226	402489	24263	24259		0	0	0				0
T30C_TCONS_00054187	T30C	groupXIV	5490981	5494829	3848	6	2542	D30C_TCONS_00053401	5	2228	0.8764752163650668764752163651	5491423	5494668	3245	3245		0	0	0				0
D30C_TCONS_00066382	D30C	groupXVI	17803676	17807282	3606	3	997	T30C_TCONS_00067451	3	997	1	17803676	17807282	3606	3606		0	0	0				0
T30C_TCONS_00029040	T30C	groupVI	14607547	14823095	215548	9	3568	D30C_TCONS_00028736	9	3567	0.9997197309417040358744394619	14607548	14823096	215548	215547		0	0	0				0
D30C_TCONS_00055567	D30C	groupXIV	12871431	12876287	4856	3	3657	T30C_TCONS_00056402	3	3432	0.9384741591468416735028712059	12871431	12876062	4631	4631		0	0	0				0
T30C_TCONS_00015182	T30C	groupIV	25893993	25898100	4107	6	904	D30C_TCONS_00015052	6	904	1	25893903	25898124	4221	4107		0	0	0				0
T30C_TCONS_00073276	T30C	groupXVIII	13621501	13625956	4455	6	370	D30C_TCONS_00072090	6	370	1	13621501	13626370	4869	4455		0	0	0				0
T30C_TCONS_00061816	T30C	groupXV	7200276	7201731	1455	1	1455	D30C_TCONS_00060787	1	1424	0.9786941580756013745704467354	7200301	7201725	1424	1424		0	0	0				0
T30C_TCONS_00080504	T30C	scaffold_112	186700	188760	2060	3	913		0	0	0				0		0	0	0				0
T30C_TCONS_00010106	T30C	groupIII	7450221	7453402	3181	3	1020	D30C_TCONS_00009962	3	873	0.8558823529411764705882352941	7450229	7453263	3034	3034		0	0	0				0
D30C_TCONS_00057752	D30C	groupXIX	18791806	18795341	3535	5	491	T30C_TCONS_00058683	5	491	1	18791803	18795348	3545	3535		0	0	0				0
T30C_TCONS_00017144	T30C	groupIV	13265921	13280234	14313	17	2868	D30C_TCONS_00016941	17	2853	0.9947698744769874476987447699	13265921	13280219	14298	14298	T30C_TCONS_00017142	17	2868	1	13265921	13280234	14313	14313
T30C_TCONS_00017143	T30C	groupIV	13265921	13280234	14313	17	2895	D30C_TCONS_00016941	17	2880	0.9948186528497409326424870466	13265921	13280219	14298	14298	T30C_TCONS_00017144	17	2862	0.9886010362694300518134715026	13265921	13280234	14313	14313
T30C_TCONS_00017142	T30C	groupIV	13265921	13280234	14313	17	2883	D30C_TCONS_00016940	17	2862	0.9927159209157127991675338189	13265921	13280219	14298	14298	T30C_TCONS_00017144	17	2868	0.9947970863683662851196670135	13265921	13280234	14313	14313
T30C_TCONS_00019435	T30C	groupIX	6153113	6204612	51499	10	2155	D30C_TCONS_00019217	10	1694	0.7860788863109048723897911833	6153110	6204151	51041	51038	T30C_TCONS_00019437	9	2068	0.9596287703016241299303944316	6185862	6204612	18750	18750
T30C_TCONS_00024867	T30C	groupV	3662609	3665363	2754	2	1858	D30C_TCONS_00024633	2	1774	0.9547900968783638320775026911	3662608	3665279	2671	2670		0	0	0				0
T30C_TCONS_00019437	T30C	groupIX	6185862	6204612	18750	10	2305	D30C_TCONS_00019219	10	1732	0.7514099783080260303687635575	6185974	6204151	18177	18177	T30C_TCONS_00019435	9	2068	0.8971800433839479392624728850	6153113	6204612	51499	18750
D30C_TCONS_00060612	D30C	groupXV	5404534	5412473	7939	3	1059		0	0	0				0		0	0	0				0
D30C_TCONS_00022222	D30C	groupIX	14883190	14887606	4416	3	2623	T30C_TCONS_00022463	3	2438	0.9294700724361418223408311094	14883375	14887631	4256	4231		0	0	0				0
T30C_TCONS_00082077	T30C	scaffold_1358	1983	4576	2593	6	824	D30C_TCONS_00080499	5	647	0.7851941747572815533980582524	2374	4575	2201	2201		0	0	0				0
T30C_TCONS_00030543	T30C	groupVII	14581746	14583653	1907	2	197	D30C_TCONS_00030234	2	196	0.9949238578680203045685279188	14581746	14583652	1906	1906		0	0	0				0
D30C_TCONS_00041647	D30C	groupXI	2964746	2969895	5149	5	1408	T30C_TCONS_00042244	4	1306	0.9275568181818181818181818182	2967297	2969895	2598	2598		0	0	0				0
D30C_TCONS_00070852	D30C	groupXVIII	923471	924033	562	3	384		0	0	0				0		0	0	0				0
D30C_TCONS_00033740	D30C	groupVII	20584189	20593367	9178	9	3922	T30C_TCONS_00034085	9	3868	0.9862315145334013258541560428	20584189	20593313	9124	9124		0	0	0				0
T30C_TCONS_00023229	T30C	groupV	1095212	1097244	2032	6	1336	D30C_TCONS_00022989	6	1323	0.9902694610778443113772455090	1095208	1097231	2023	2019		0	0	0				0
T30C_TCONS_00081415	T30C	scaffold_1278	83	4418	4335	8	921	D30C_TCONS_00079825	8	912	0.9902280130293159609120521173	92	4418	4326	4326		0	0	0				0
T30C_TCONS_00077952	T30C	groupXXI	2510560	2583197	72637	6	1570	D30C_TCONS_00076525	6	1569	0.9993630573248407643312101911	2510561	2583204	72643	72636		0	0	0				0
T30C_TCONS_00069390	T30C	groupXVII	3408986	3412709	3723	6	1778		0	0	0				0		0	0	0				0
D30C_TCONS_00058380	D30C	groupXIX	5609839	5611446	1607	1	1607	T30C_TCONS_00059362	1	1495	0.9303049159925326695706285003	5609951	5611455	1504	1495		0	0	0				0
D30C_TCONS_00063876	D30C	groupXVI	8339049	8368901	29852	3	1285		0	0	0				0		0	0	0				0
T30C_TCONS_00050080	T30C	groupXIII	3107454	3108556	1102	1	1102	D30C_TCONS_00049373	1	1084	0.9836660617059891107078039927	3107472	3108556	1084	1084		0	0	0				0
T30C_TCONS_00078400	T30C	groupXXI	7717815	7722719	4904	12	3198	D30C_TCONS_00076947	12	3084	0.9643527204502814258911819887	7717916	7722706	4790	4790		0	0	0				0
D30C_TCONS_00018808	D30C	groupIX	1941237	1944684	3447	7	1020	T30C_TCONS_00019039	7	1020	1	1941230	1944684	3454	3447		0	0	0				0
D30C_TCONS_00088592	D30C	scaffold_80	261124	261810	686	2	600	T30C_TCONS_00090515	2	599	0.9983333333333333333333333333	261125	261813	688	685		0	0	0				0
T30C_TCONS_00055606	T30C	groupXIV	3133928	3137659	3731	5	2918		0	0	0				0		0	0	0				0
D30C_TCONS_00016923	D30C	groupIV	12939410	12941333	1923	3	1531	T30C_TCONS_00017124	2	1496	0.9771391247550620509470934030	12938930	12941249	2319	1839		0	0	0				0
T30C_TCONS_00058683	T30C	groupXIX	18791803	18795348	3545	5	501	D30C_TCONS_00057752	5	491	0.9800399201596806387225548902	18791806	18795341	3535	3535		0	0	0				0
D30C_TCONS_00029987	D30C	groupVII	11901711	11907484	5773	3	1940	T30C_TCONS_00030304	3	1723	0.8881443298969072164948453608	11901928	11907488	5560	5556		0	0	0				0
D30C_TCONS_00071184	D30C	groupXVIII	5459883	5463384	3501	5	669	T30C_TCONS_00072350	5	669	1	5459883	5463384	3501	3501		0	0	0				0
T30C_TCONS_00066168	T30C	groupXVI	3981994	3983789	1795	1	1795	D30C_TCONS_00065092	1	1795	1	3981742	3983789	2047	1795		0	0	0				0
D30C_TCONS_00061899	D30C	groupXV	1915663	1917706	2043	2	596	T30C_TCONS_00062959	1	324	0.5436241610738255033557046980	1915663	1917772	2109	2043		0	0	0				0
D30C_TCONS_00059719	D30C	groupXIX	18034109	18036978	2869	1	2869	T30C_TCONS_00060749	1	2869	1	18034077	18036984	2907	2869		0	0	0				0
D30C_TCONS_00025650	D30C	groupV	11729674	11734448	4774	13	2474		0	0	0				0		0	0	0				0
T30C_TCONS_00090760	T30C	scaffold_84	543260	547682	4422	7	732	D30C_TCONS_00088812	7	730	0.9972677595628415300546448087	543262	547866	4604	4420		0	0	0				0
D30C_TCONS_00032195	D30C	groupVII	2772754	2786513	13759	8	573		0	0	0				0		0	0	0				0
T30C_TCONS_00047954	T30C	groupXII	1191100	1194607	3507	5	917	D30C_TCONS_00047284	5	916	0.9989094874591057797164667394	1190974	1194606	3632	3506		0	0	0				0
D30C_TCONS_00015634	D30C	groupIV	32176944	32192275	15331	7	1279	T30C_TCONS_00015753	7	1278	0.9992181391712275215011727912	32176920	32192274	15354	15330		0	0	0				0
T30C_TCONS_00075433	T30C	groupXX	16680978	16683158	2180	4	646	D30C_TCONS_00074167	3	282	0.4365325077399380804953560372	16682314	16683159	845	844		0	0	0				0
D30C_TCONS_00005274	D30C	groupI	27668974	27670432	1458	5	937	T30C_TCONS_00005309	5	904	0.9647812166488794023479188901	27668973	27670399	1426	1425		0	0	0				0
T30C_TCONS_00078819	T30C	groupXXI	10995594	10997799	2205	3	1922	D30C_TCONS_00077355	3	1919	0.9984391259105098855359001041	10994309	10997796	3487	2202		0	0	0				0
T30C_TCONS_00026648	T30C	groupVI	6096992	6101196	4204	11	1235	D30C_TCONS_00026400	11	1235	1	6096913	6101196	4283	4204		0	0	0				0
D30C_TCONS_00056289	D30C	groupXIX	5305807	5314129	8322	4	4963	T30C_TCONS_00057149	5	2336	0.4706830546040701188797098529	5305745	5313382	7637	7575		0	0	0				0
D30C_TCONS_00022092	D30C	groupIX	13931839	13938114	6275	5	893		0	0	0				0		0	0	0				0
T30C_TCONS_00081613	T30C	scaffold_130	28861	33077	4216	3	2118	D30C_TCONS_00080038	3	2118	1	28861	33099	4238	4216		0	0	0				0
D30C_TCONS_00020075	D30C	groupIX	15294603	15297711	3108	7	2067	T30C_TCONS_00020324	7	1929	0.9332365747460087082728592163	15294605	15297575	2970	2970		0	0	0				0
T30C_TCONS_00067836	T30C	groupXVII	1886870	1888219	1349	3	251	D30C_TCONS_00066732	3	240	0.9561752988047808764940239044	1886880	1888218	1338	1338		0	0	0				0
T30C_TCONS_00048187	T30C	groupXII	3326054	3521277	195223	5	1622	D30C_TCONS_00047515	5	1622	1	3326054	3521277	195223	195223		0	0	0				0
T30C_TCONS_00014240	T30C	groupIV	13839332	13842344	3012	2	2562	D30C_TCONS_00014115	2	2562	1	13839273	13842344	3071	3012		0	0	0				0
T30C_TCONS_00016858	T30C	groupIV	10156456	10157966	1510	1	1510		0	0	0				0		0	0	0				0
T30C_TCONS_00085802	T30C	scaffold_27	913740	918062	4322	5	2681	D30C_TCONS_00084120	5	2636	0.9832152182021633718761656098	913709	918017	4308	4277		0	0	0				0
T30C_TCONS_00006228	T30C	groupII	9299188	9320969	21781	8	1969	D30C_TCONS_00006157	8	1969	1	9299188	9320969	21781	21781		0	0	0				0
T30C_TCONS_00087943	T30C	scaffold_47	758869	767375	8506	5	5933	D30C_TCONS_00086118	5	5881	0.9912354626664419349401651778	758817	767323	8506	8454		0	0	0				0
T30C_TCONS_00063290	T30C	groupXV	4774850	4776290	1440	3	889	D30C_TCONS_00062209	3	571	0.6422947131608548931383577053	4775023	4776145	1122	1122		0	0	0				0
T30C_TCONS_00075227	T30C	groupXX	15348188	15410634	62446	10	1981	D30C_TCONS_00073968	9	1882	0.9500252397778899545683997981	15348558	15410634	62076	62076		0	0	0				0
D30C_TCONS_00051794	D30C	groupXIII	9355335	9358260	2925	6	1570	T30C_TCONS_00052533	6	1569	0.9993630573248407643312101911	9355336	9358261	2925	2924		0	0	0				0
T30C_TCONS_00018907	T30C	groupIX	648575	650877	2302	5	940	D30C_TCONS_00018679	4	906	0.9638297872340425531914893617	648758	650877	2119	2119		0	0	0				0
D30C_TCONS_00087965	D30C	scaffold_69	10331	16424	6093	5	3253	T30C_TCONS_00089880	5	3253	1	10331	16424	6093	6093		0	0	0				0
D30C_TCONS_00084120	D30C	scaffold_27	913709	918017	4308	5	2667	T30C_TCONS_00085802	5	2636	0.9883764529433820772403449569	913740	918062	4322	4277		0	0	0				0
T30C_TCONS_00046749	T30C	groupXII	7408383	7409914	1531	1	1531	D30C_TCONS_00046090	1	1412	0.9222730241672109732201175702	7407920	7409827	1907	1444		0	0	0				0
D30C_TCONS_00039487	D30C	groupX	14485300	14488922	3622	8	1133	T30C_TCONS_00040018	8	1133	1	14485299	14488932	3633	3622		0	0	0				0
D30C_TCONS_00077432	D30C	groupXXI	11399932	11401427	1495	3	1137	T30C_TCONS_00078893	3	917	0.8065083553210202286719437115	11399953	11401228	1275	1275		0	0	0				0
D30C_TCONS_00073968	D30C	groupXX	15348558	15410634	62076	9	1888	T30C_TCONS_00075227	9	1882	0.9968220338983050847457627119	15348188	15410634	62446	62076		0	0	0				0
D30C_TCONS_00006442	D30C	groupII	13336430	13343826	7396	9	1283	T30C_TCONS_00006521	9	1283	1	13336352	13343826	7474	7396		0	0	0				0
D30C_TCONS_00062940	D30C	groupXV	12303864	12304728	864	1	864	T30C_TCONS_00064003	1	846	0.9791666666666666666666666667	12303863	12304710	847	846		0	0	0				0
D30C_TCONS_00073725	D30C	groupXX	13224518	13227443	2925	3	1030	T30C_TCONS_00074974	2	590	0.5728155339805825242718446602	13223300	13227030	3730	2512		0	0	0				0
T30C_TCONS_00086342	T30C	scaffold_274	37802	38782	980	5	541	D30C_TCONS_00084660	5	498	0.9205175600739371534195933457	37803	38740	937	937		0	0	0				0
D30C_TCONS_00071988	D30C	groupXVIII	12848137	12849717	1580	3	619		0	0	0				0		0	0	0				0
D30C_TCONS_00073831	D30C	groupXX	13964170	13968044	3874	8	2220	T30C_TCONS_00075075	8	2220	1	13964124	13968050	3926	3874		0	0	0				0
D30C_TCONS_00016501	D30C	groupIV	8311369	8313543	2174	4	996	T30C_TCONS_00016652	4	996	1	8311363	8313545	2182	2174		0	0	0				0
T30C_TCONS_00007328	T30C	groupII	22185430	22186938	1508	3	1021	D30C_TCONS_00007217	3	806	0.7894221351616062683643486778	22185434	22186727	1293	1293		0	0	0				0
T30C_TCONS_00039375	T30C	groupX	7872376	7880865	8489	7	2541	D30C_TCONS_00038841	7	2447	0.9630066902794175521448248721	7872470	7880865	8395	8395		0	0	0				0
T30C_TCONS_00024815	T30C	groupV	2661652	2665601	3949	5	2386		0	0	0				0		0	0	0				0
T30C_TCONS_00067881	T30C	groupXVII	2431138	2431610	472	1	472	D30C_TCONS_00066782	1	472	1	2431138	2431627	489	472		0	0	0				0
T30C_TCONS_00024767	T30C	groupV	2313911	2320145	6234	4	1097	D30C_TCONS_00024518	4	1094	0.9972652689152233363719234275	2313914	2320156	6242	6231		0	0	0				0
T30C_TCONS_00026162	T30C	groupVI	1339812	1352455	12643	11	4732	D30C_TCONS_00025919	11	4729	0.9993660185967878275570583263	1339812	1352452	12640	12640		0	0	0				0
T30C_TCONS_00066947	T30C	groupXVI	12113707	12114668	961	4	341	D30C_TCONS_00065871	3	320	0.9384164222873900293255131965	12113446	12114932	1486	961		0	0	0				0
T30C_TCONS_00018370	T30C	groupIV	27674814	27695230	20416	8	1372	D30C_TCONS_00018160	7	1339	0.9759475218658892128279883382	27672597	27702966	30369	20416		0	0	0				0
T30C_TCONS_00057587	T30C	groupXIX	8911333	8919521	8188	14	2279	D30C_TCONS_00056736	14	2279	1	8911326	8919524	8198	8188		0	0	0				0
T30C_TCONS_00055464	T30C	groupXIV	1649294	1650753	1459	1	1459	D30C_TCONS_00054666	1	1382	0.9472241261137765592871830021	1649310	1650692	1382	1382		0	0	0				0
T30C_TCONS_00002655	T30C	groupI	26998744	27001565	2821	6	353		0	0	0				0		0	0	0				0
D30C_TCONS_00074527	D30C	groupXX	777696	779392	1696	5	552	T30C_TCONS_00075805	5	552	1	777696	779392	1696	1696		0	0	0				0
D30C_TCONS_00042066	D30C	groupXI	6164436	6178212	13776	5	707		0	0	0				0	D30C_TCONS_00042067	4	564	0.7977369165487977369165487977	6164436	6178212	13776	13776
D30C_TCONS_00042067	D30C	groupXI	6164436	6178212	13776	4	564		0	0	0				0	D30C_TCONS_00042066	4	564	1	6164436	6178212	13776	13776
T30C_TCONS_00025106	T30C	groupV	5863851	5882853	19002	5	1585	D30C_TCONS_00024862	5	1582	0.9981072555205047318611987382	5863854	5882853	18999	18999		0	0	0				0
D30C_TCONS_00057748	D30C	groupXIX	18751674	18752764	1090	2	617	T30C_TCONS_00058680	2	617	1	18750983	18752768	1785	1090		0	0	0				0
T30C_TCONS_00045279	T30C	groupXI	11979046	12054758	75712	17	4128	D30C_TCONS_00044637	17	3998	0.9685077519379844961240310078	11979044	12054628	75584	75582		0	0	0				0
T30C_TCONS_00075976	T30C	groupXX	2457725	2459748	2023	8	740	D30C_TCONS_00074692	7	721	0.9743243243243243243243243243	2457730	2459686	1956	1956		0	0	0				0
D30C_TCONS_00063863	D30C	groupXVI	8166021	8168347	2326	4	1251		0	0	0				0		0	0	0				0
T30C_TCONS_00032387	T30C	groupVII	2083107	2083865	758	3	419	D30C_TCONS_00032095	4	324	0.7732696897374701670644391408	2083107	2083865	758	758		0	0	0				0
D30C_TCONS_00021072	D30C	groupIX	3119002	3123512	4510	5	1278	T30C_TCONS_00021323	5	1278	1	3119002	3123512	4510	4510		0	0	0				0
T30C_TCONS_00024883	T30C	groupV	3750986	3754471	3485	4	1073	D30C_TCONS_00024644	3	727	0.6775396085740913327120223672	3751481	3754498	3017	2990		0	0	0				0
T30C_TCONS_00049201	T30C	groupXII	14230976	14233050	2074	1	2074	D30C_TCONS_00048511	1	1973	0.9513018322082931533269045323	14230974	14232949	1975	1973		0	0	0				0
T30C_TCONS_00059991	T30C	groupXIX	10861858	10872285	10427	10	1795	D30C_TCONS_00058980	10	1795	1	10861856	10872285	10429	10427		0	0	0				0
D30C_TCONS_00038841	D30C	groupX	7872470	7880865	8395	7	2447	T30C_TCONS_00039375	7	2447	1	7872376	7880865	8489	8395		0	0	0				0
D30C_TCONS_00004873	D30C	groupI	22873367	22876677	3310	5	409	T30C_TCONS_00004888	5	408	0.9975550122249388753056234719	22873367	22876676	3309	3309		0	0	0				0
D30C_TCONS_00007028	D30C	groupII	20664783	20665295	512	1	512		0	0	0				0		0	0	0				0
T30C_TCONS_00063102	T30C	groupXV	2843891	2850141	6250	8	3255	D30C_TCONS_00062031	8	3221	0.9895545314900153609831029186	2843891	2855591	11700	6250		0	0	0				0
T30C_TCONS_00082588	T30C	scaffold_148	106815	109837	3022	4	1725	D30C_TCONS_00080989	4	1718	0.9959420289855072463768115942	106816	109835	3019	3019		0	0	0				0
T30C_TCONS_00016541	T30C	groupIV	6624832	6627218	2386	5	1284	D30C_TCONS_00016383	5	1284	1	6624743	6627218	2475	2386		0	0	0				0
D30C_TCONS_00041946	D30C	groupXI	5233330	5233868	538	1	538	T30C_TCONS_00042551	1	521	0.9684014869888475836431226766	5233345	5233866	521	521		0	0	0				0
T30C_TCONS_00053076	T30C	groupXIII	14766336	14769034	2698	4	2286	D30C_TCONS_00052314	4	1936	0.8468941382327209098862642170	14766335	14769034	2699	2698		0	0	0				0
D30C_TCONS_00055394	D30C	groupXIV	10195690	10200869	5179	7	2049		0	0	0				0		0	0	0				0
D30C_TCONS_00007613	D30C	groupII	4487352	4493426	6074	6	2753	T30C_TCONS_00007738	6	1425	0.5176171449328005811841627316	4488680	4493457	4777	4746		0	0	0				0
D30C_TCONS_00007610	D30C	groupII	4445120	4484969	39849	8	1588	T30C_TCONS_00007734	8	1583	0.9968513853904282115869017632	4445125	4484978	39853	39844		0	0	0				0
D30C_TCONS_00058282	D30C	groupXIX	4444816	4446088	1272	1	1272	T30C_TCONS_00059254	1	717	0.5636792452830188679245283019	4444818	4445535	717	717		0	0	0				0
D30C_TCONS_00080875	D30C	scaffold_146	39	2341	2302	7	1451		0	0	0				0		0	0	0				0
T30C_TCONS_00082586	T30C	scaffold_148	101970	119833	17863	3	2820	D30C_TCONS_00080986	1	2193	0.7776595744680851063829787234	101811	105306	3495	3336		0	0	0				0
D30C_TCONS_00075161	D30C	groupXX	8715202	8719562	4360	6	2528	T30C_TCONS_00076485	6	2526	0.9992088607594936708860759494	8715199	8719560	4361	4358		0	0	0				0
T30C_TCONS_00066037	T30C	groupXVI	2352735	2362703	9968	3	703	D30C_TCONS_00064940	3	581	0.8264580369843527738264580370	2352749	2362595	9846	9846		0	0	0				0
D30C_TCONS_00038780	D30C	groupX	7352559	7358533	5974	10	3459		0	0	0				0		0	0	0				0
D30C_TCONS_00089616	D30C	scaffold_98	409842	411344	1502	2	1405	T30C_TCONS_00091608	2	1401	0.9971530249110320284697508897	409846	411350	1504	1498		0	0	0				0
T30C_TCONS_00000876	T30C	groupI	7010265	7016772	6507	2	1978		0	0	0				0		0	0	0				0
D30C_TCONS_00079702	D30C	scaffold_1259	2325	3706	1381	4	496	T30C_TCONS_00081290	4	458	0.9233870967741935483870967742	857	3668	2811	1343		0	0	0				0
D30C_TCONS_00042019	D30C	groupXI	5839171	5840657	1486	2	1169		0	0	0				0		0	0	0				0
D30C_TCONS_00074400	D30C	groupXX	19683033	19684931	1898	6	1198	T30C_TCONS_00075666	6	763	0.6368948247078464106844741235	19668959	19684928	15969	1895		0	0	0				0
T30C_TCONS_00001875	T30C	groupI	19183042	19186449	3407	1	3407	D30C_TCONS_00001882	1	1758	0.5159964778397417082477252715	19184689	19186447	1758	1758		0	0	0				0
D30C_TCONS_00002716	D30C	groupI	27504260	27504900	640	3	485	T30C_TCONS_00002701	3	482	0.9938144329896907216494845361	27504237	27504897	660	637		0	0	0				0
T30C_TCONS_00001877	T30C	groupI	19187708	19191114	3406	2	3052	D30C_TCONS_00001884	2	2840	0.9305373525557011795543905636	19187881	19191075	3194	3194		0	0	0				0
T30C_TCONS_00012584	T30C	groupIII	13891205	13894146	2941	3	369	D30C_TCONS_00012485	3	369	1	13891205	13894148	2943	2941		0	0	0				0
D30C_TCONS_00003622	D30C	groupI	8577263	8586490	9227	9	2529	T30C_TCONS_00003655	10	1813	0.7168841439304072756030051404	8577264	8586283	9019	9019		0	0	0				0
T30C_TCONS_00087836	T30C	scaffold_47	113627	116280	2653	2	602		0	0	0				0		0	0	0				0
D30C_TCONS_00031311	D30C	groupVII	23401064	23407791	6727	5	3782	T30C_TCONS_00031610	5	3750	0.9915388683236382866208355368	23401096	23407872	6776	6695		0	0	0				0
D30C_TCONS_00065793	D30C	groupXVI	11214364	11219017	4653	9	3111	T30C_TCONS_00066872	10	2795	0.8984249437479909996785599486	11213914	11219009	5095	4645		0	0	0				0
D30C_TCONS_00047947	D30C	groupXII	8521430	8527785	6355	2	6131		0	0	0				0		0	0	0				0
D30C_TCONS_00031092	D30C	groupVII	21515425	21517212	1787	3	1588		0	0	0				0		0	0	0				0
T30C_TCONS_00053607	T30C	groupXIV	126517	130059	3542	3	1894		0	0	0				0		0	0	0				0
D30C_TCONS_00080989	D30C	scaffold_148	106816	109835	3019	4	1718	T30C_TCONS_00082588	4	1718	1	106815	109837	3022	3019		0	0	0				0
D30C_TCONS_00062847	D30C	groupXV	11269853	11273623	3770	3	1864		0	0	0				0		0	0	0				0
T30C_TCONS_00082695	T30C	scaffold_149	158620	158905	285	1	285	D30C_TCONS_00081091	1	284	0.9964912280701754385964912281	157197	158904	1707	284		0	0	0				0
